Vmag,Plx,e_Plx,B-V,SpType,Amag,TargetClass
2.977546444,3.335744058,0.8188222626,1.216070558,K3III,15.13383812,0
3.99139412,4.408575708,0.7403439809,-0.02333419507,M0V,13.94533859,1
8.974986655,2.081126098,1.677814277,0.6413662271,F5V,16.75120978,1
2.134592177,7.414882972,0.5640365637,-0.08155084715,B5Vne,14.46307249,1
6.094351566,5.271155766,1.008790388,-0.01505461638,A0V,15.46968279,1
7.592859206,2.226619862,0.8469496361,0.9822251789,K1III,16.08964226,0
7.91468399,2.846557691,1.201175644,0.4544389065,F5IV,18.68824513,1
6.853036822,5.030800414,0.7592307775,1.28239054,K5III,14.69660267,0
7.775918039,24.07253931,1.130465856,0.9347340378,G6V,18.36693176,1
8.597775709,12.6892026,0.9736792219,0.05127106347,B8Vp...,16.44575847,1
8.815428052,2.221746245,0.9801154548,0.2219206729,A0V,15.38529548,1
7.662868663,7.726324875,0.4875285701,0.1337378871,A0V,17.94463624,1
3.157802318,9.117853454,0.5985566074,0.9541769039,G8III,15.74873303,0
8.812455873,10.1118539,1.101077654,0.9974488916,G8III,17.6877882,0
7.514736652,6.431040845,0.9388465388,1.035060023,K0III,15.62934473,0
7.310307018,5.351222023,0.8284140009,1.332790482,K2/K3III,14.66858918,0
7.603801054,4.856653622,1.122372718,1.122361096,K3/K4III,16.54183283,0
3.130404845,12.01260291,0.6159344488,0.9579319756,G9III,14.63639157,0
9.450831309,0.5870157214,1.322673822,-0.2759359664,A0V,15.2239311,1
7.220909587,12.32779628,0.9732770513,0.6079794362,F5V,17.83521065,1
7.82842187,4.137979712,1.109350351,0.6069189555,F7V,17.13260621,1
6.062661079,5.128216995,0.4403681249,0.0465570718,A2III,13.65024521,0
7.721646882,6.256643852,0.7149655291,0.4213286774,A3V+...,16.16245622,1
6.326595145,15.73980152,0.8561055304,0.7031365801,G8IV,18.24433956,1
8.734902198,3.053166258,0.8868553135,0.4892094171,F2III,16.01887703,0
8.474313112,6.132969679,1.140082052,0.4610958066,F7V,16.63354759,1
9.462759042,3.499977719,0.9270874588,0.442837067,B0.5Iab,14.03647466,0
8.529383278,2.054375393,0.9835774338,0.05248627298,B9V,13.85987882,1
7.982577022,0.8963935617,0.9043357644,1.398438909,M4III,12.91523763,0
9.720180274,3.399401096,1.806000786,0.203571541,F0V,17.14028559,1
6.776198448,-1.229215127,0.8026498442,1.011649866,G8Ib/II,12.5422929,0
8.02682215,3.901848017,1.004457473,1.278612255,K0III,15.53189106,0
3.528665049,17.7693892,0.7856040648,0.2751227607,A7IV,16.04612483,1
8.335929333,11.40070325,0.727736692,0.6562503237,G0V,19.42250422,1
2.012781109,5.82645187,0.7332090178,0.9335408468,K0III-IV,14.21744534,1
7.930133527,7.446569847,0.9746717115,0.6136256898,F5V,17.7788978,1
7.708232753,5.067658777,0.9762590628,1.236595381,K1III,17.13627574,0
7.958951543,3.026498172,0.8212325342,1.219476622,K2III,15.36061202,0
2.89025881,1.251469292,0.8708824906,1.465458523,M0IIIvar,13.20531204,0
8.582037036,7.526901004,1.3383194,0.4798642023,A9V,18.30691019,1
9.05521059,7.566753044,0.9700979051,0.85150336,F5V,18.77497528,1
8.150290381,2.878884308,0.9286728169,1.289679,K1III,14.92112136,0
8.633179539,2.549114477,1.230432383,1.039994644,G8III,16.2481942,0
8.674550251,8.813164865,1.05954207,0.4234934831,F0V,16.9437368,1
7.053595368,0.8378362473,0.9218797075,0.927679879,G8III,13.01774503,0
6.740882406,12.80116093,1.22200899,0.5895136015,F0V,16.06854484,1
7.849854934,5.836335863,0.746528059,1.149656684,K0III,16.91178912,0
9.076457429,3.126688677,1.166452678,-0.02739189603,A0V,16.51624835,1
3.516754692,30.44502178,0.5396277988,0.4824415783,F2III,16.88135869,0
9.706414494,4.374879729,0.8697810565,0.5230422776,A9V,17.30590476,1
5.218182243,1.925296222,0.7864818633,1.088968175,G8II,14.25584487,0
7.647841006,19.81465313,1.003148141,0.594271151,G5V,18.99261877,1
8.688574825,5.889033737,1.159353148,0.4402223566,A1V+...,17.29176885,1
4.42773082,1.442527234,0.5681919737,1.509408702,M0IIIvar,11.96704998,0
9.059145526,2.725932013,2.069360911,0.5962818882,F7IV-V,17.77481857,1
8.699959272,1.232419536,0.9914679531,1.029175331,G8III/IV,14.92843035,1
9.23819485,1.516702136,1.091265872,0.1247599112,B9V,15.34845782,1
8.633084409,13.06470594,0.9777054161,0.6349684405,G0V,18.390629,1
8.218047403,1.836248398,1.074767182,1.161534828,G8:IIIw...,15.28480189,0
7.565514958,-0.7006487016,0.7388202241,1.66457225,M2III,7.33297632,0
7.419595075,0.1198357648,1.034197336,0.9954513061,K0III,10.4673081,0
7.55146498,0.4038150655,0.7165416512,-0.09615547603,B2III,12.35967641,0
2.551208599,8.515722221,1.034372138,0.9308138548,K7V,15.80461398,1
8.37291811,1.411725347,1.448979032,1.269060287,K0III,13.31098833,0
7.141025114,8.546705881,0.9703211454,0.5584812715,F0IV,17.51707124,1
8.334734371,2.829963504,0.8194921172,0.9988881703,K1III,14.97506745,0
7.904611109,1.431673967,1.158604011,1.255606515,K5III,13.61389671,0
7.697710775,2.924908905,0.9963164661,0.7460872246,K0/K1III+..,15.70289773,0
7.916514365,5.984608352,0.7720331225,0.9623143054,K0III,16.0826014,0
8.989683236,12.35064399,1.308635974,1.05171414,K3V,22.66780631,1
8.781584202,10.30531511,0.8229651078,0.4765479191,F5V,18.34638135,1
7.370946948,5.637853537,0.7931309919,1.222968426,K1III,15.17099257,0
8.293526149,10.98700239,1.42605958,0.9026453613,K0III,18.73526064,0
8.462979598,7.007899446,0.7944961856,0.4031611142,F5V,17.59902798,1
7.96615035,9.569574057,0.9564528314,0.09563521611,B9.5V,17.03495665,1
7.114904981,4.525632338,0.6439300564,1.341727465,K5III,16.26046142,0
4.222029559,9.609539741,0.7728285409,1.017631607,K0III,16.91546722,0
7.94807925,3.153206909,0.9161149408,0.1930422709,A0V,16.27766578,1
8.466522514,7.019157574,1.315047286,0.5516958074,F7V,18.08466445,1
9.692456704,2.735734089,1.886046973,0.2525788653,G5/G6V:w,17.51883504,1
8.312060281,14.5465173,1.061759726,0.5998616772,G5V,20.78763969,1
4.544233932,1.756470188,0.7106744548,0.1605112774,B9III,12.18389356,0
7.357532902,16.4842763,0.9260776899,0.5579918507,F8V+...,19.4853116,1
2.595974171,7.98394109,0.7176039696,0.08862763721,B8/B9III,14.15314329,0
9.026294087,1.336748397,1.423379347,1.402166541,K2III,15.03241395,0
7.17637234,4.701636705,0.9078617441,1.010518707,K1III,15.20832716,0
8.37153469,3.255352319,0.8202444236,0.123032266,A8II:w,15.11865171,0
8.918262268,0.9177548634,0.9750899599,1.238856382,K1III,13.7424027,0
2.172810273,11.44171925,0.5708692853,0.1702314817,A2V,15.09629367,1
4.50548002,10.72484161,0.9547062357,0.734037372,G6II/III,15.77313694,0
8.452120141,2.565210063,1.403024899,1.094056016,K0III,16.59617324,0
8.432485663,13.27351328,1.246015996,0.498822716,F5V,19.30785336,1
9.269766455,1.823069014,1.40548132,0.9752267354,G8III,15.51953346,0
9.508613814,3.743898477,1.445415397,0.552889861,A1II,16.01361184,0
8.748109632,3.394115338,0.9485995362,-0.06402591263,B9III,15.11841283,0
4.694576375,8.634632378,0.3921492763,1.097886003,K2III,16.17674125,0
7.891679841,2.110162605,1.253027452,1.381391761,K4III,14.90434311,0
7.709438045,7.842518381,0.9136700193,0.1098644798,A7V,17.28124868,1
6.164330559,22.07322152,0.7963905469,0.9451176431,K0IV,18.49168334,1
9.558152134,5.829357624,0.9158689113,0.2501804911,A2V,16.31309452,1
8.520608178,4.665357666,1.098439295,0.5403787639,A5III/IV,15.96107426,1
9.284985145,-0.9901535276,0.9465202265,1.216164193,K0III,12.66918084,0
6.08288646,1.484840969,0.6474736957,1.029416473,K0III,12.47485605,0
7.308874615,11.86692039,0.9289323932,0.03099374002,A3/A4III/IV,16.22888881,1
7.605208764,4.438126753,0.9771850626,1.009955279,G8IV,17.30523656,1
7.139602486,3.50737114,1.133036355,1.082369926,K0III-IV,15.39997589,1
7.29852804,11.50906688,0.9475866307,0.4609663748,F0V,18.13072844,1
9.15356553,-0.7440260838,1.408020331,0.9564769749,G8III,11.57693504,0
2.976973043,19.40579761,0.7158592031,0.1748254268,A3V,16.95648782,1
8.21675233,0.04740697714,1.091366766,0.4115596139,B1Ib-II,8.91237337,0
7.775785208,5.399425491,0.9343357307,1.035392205,K0III,16.44934715,0
7.119288028,0.8754172988,0.9091333343,1.45191158,K4III,12.85043367,0
8.948625491,11.21018451,1.085810376,0.3998956531,G0III,19.87833882,0
8.994380071,0.02243722128,1.198003269,0.1427335967,B3III,12.52087564,0
9.078957414,4.895623552,0.9382231925,0.4320676913,F3V,17.96501581,1
8.407502581,4.695639358,0.8834362458,0.959302456,K0VCN...,16.46682827,0
7.82446842,2.9037187,0.8744590599,0.1266040448,A3III/IV,16.03902231,1
6.481197484,4.208381452,0.7788568476,0.1440133053,A0V,15.18433485,1
6.936494173,4.910294988,0.8556168013,0.03099748265,A0V,15.66297351,1
8.63683605,5.826304376,0.8142638266,0.9013101544,G8III,17.66647878,0
7.141266399,3.596213457,0.9919372637,0.9124011372,K0III,15.29253924,0
9.057220306,9.279509311,1.43439333,0.4280710756,A9V,18.8432056,1
8.894434032,3.898507595,1.347567951,0.2202357922,A8V,16.76781296,1
8.890544906,1.201147434,0.8524193016,1.428420456,K1III,14.43829465,0
8.667411094,6.593563435,1.688635138,0.6643342841,F5V,17.05828138,1
5.624344172,1.766329128,0.5746044695,1.059811745,G5II,11.85707124,0
7.9113795,0.4145851274,0.9741666978,0.2151446087,B9III,11.63902026,0
7.434593094,2.410602509,1.005918582,-0.1530384699,B8III,15.57406727,0
8.825128973,8.527334547,1.058253299,0.629092616,G2V,18.13604946,1
8.949256883,6.055913195,0.977668078,1.023470268,G6/8wF8IV/V,18.6089886,1
8.214375017,4.466191467,0.8992284462,0.1276142179,A0V,17.2646403,1
6.508689275,20.45482065,0.5324217824,0.491289893,F0IVvar,18.92910779,1
7.662675053,1.966070986,0.6756387343,1.233021136,K0III,14.38239297,0
7.640715245,1.895267532,1.141620269,1.034380075,G8III,14.83144535,0
9.840940283,3.303545482,0.7828396877,0.2392547652,F0V,17.05675511,1
3.576126869,2.328922783,0.9047441178,1.09521144,G5II,13.64890982,0
5.246223546,2.722830683,0.7762141446,1.32237303,K3III,13.9859811,0
7.884594433,1.908233852,1.215477923,1.307800692,K1III,13.57796969,0
7.639594811,2.416421684,1.343898177,0.04707038152,B9.5IV/V,6.110899303,1
6.782244555,3.332792982,0.9398157038,-0.06736467267,A0V,16.92501996,1
8.461072626,1.95576479,1.3233917,1.150311705,K2III,14.9952067,0
9.032779802,9.906859608,1.45492459,0.5632456635,G0V,19.56252975,1
8.200223781,3.68247591,1.016126094,0.6632891441,K0/K1III+..,16.38985868,0
8.217305882,6.283769534,0.8149559958,1.084223966,K2III,17.40299832,0
6.458769719,2.345117484,0.7728872717,-0.06552751031,A1IV-V,15.30964623,1
9.489471438,5.33358768,1.168061469,0.375996312,F3V,18.47375823,1
8.059617493,11.21082852,0.7598680797,0.8904719772,G8IV,18.44065403,1
8.737324845,8.547722406,0.7348784291,0.4764039922,F8III,19.3082734,0
9.486608334,3.509763486,1.591626193,1.024983071,K0III,17.11093605,0
8.283856818,3.944495344,1.110961105,1.086433265,K0III,16.56823173,0
8.956715385,9.324386392,1.729566341,0.6853917593,G3V,19.75357521,1
6.561775177,0.6848218836,0.5716059721,-0.07539544627,B2IV,12.15535042,1
6.825004394,5.138344594,0.8663117432,1.341667738,K2III,15.14630555,0
3.577238697,3.299706209,0.6838451205,1.081964549,K1III...,13.79504799,0
7.39963717,5.517775402,0.8852616219,1.187519094,K3III,16.05886323,0
8.23278375,3.230785672,1.083687667,1.046044409,K3III,16.64269112,0
7.469623498,4.980647029,1.337111184,0.4905972179,F0V,15.7389586,1
8.679225874,2.532871411,1.080570558,0.04096172484,B9V,16.06900926,1
8.4436207,4.947535008,1.163538101,0.2779159605,A7V,16.58486159,1
7.942858317,2.654056652,0.8249089137,1.298249292,K0III,15.61282138,0
9.072110764,1.845638375,1.805595034,0.6629130513,B2Ib/II,15.86883258,0
8.490657158,3.342753129,1.06709016,0.9911434525,K0III,15.7876128,0
5.912854123,1.934156474,0.8109326383,0.4216337002,B2V,14.1064313,1
9.028774678,2.017151714,1.425777368,0.5974521179,F3/F5V,15.93108439,1
7.896890182,8.244107026,0.6623611635,0.4937901966,F2IV:,17.50919386,1
8.387972597,5.00636669,0.9669873283,1.005196366,K0III,18.13963271,0
8.995682673,3.530162468,1.306114032,-0.02345407274,A0V,17.2017894,1
9.122603299,5.815698637,1.584676804,0.82567069,K1IV,17.5328689,1
9.172464786,4.929245314,1.20249473,0.8116899789,G6V,17.06761504,1
9.379994445,1.990994289,1.151092649,1.11670998,K0III,15.88776748,0
9.374560555,0.7033581195,1.12864239,0.9663324402,G8III,15.50618251,0
8.786728808,2.634565495,1.107355594,0.9886748019,G5V,16.96875211,1
8.652673465,2.99667208,1.336294639,-0.006909034483,A8/A9III/IV,16.89668939,1
9.065067497,7.297282064,1.155508056,0.5860483563,G3V,18.25654804,1
7.827073895,2.077386028,1.097311188,1.223070463,K3III,15.77552798,0
0.8375830091,16.44091589,0.5878883651,1.049136813,K1III,16.76385551,0
8.094938971,4.591038843,0.9187201467,0.8708938711,K1III/IV,16.80481661,1
7.516184598,6.50650805,1.065934937,0.9426059292,K0III,16.69535858,0
9.542676156,0.8596104216,1.717916105,0.04956880727,A0V,15.24625782,1
5.949525844,-0.6404905353,0.6237679463,0.3598400009,A6Ia,8.114356996,0
9.173288842,4.327958463,1.700379045,0.9845556815,K0III,17.31663124,0
7.821771371,2.275255661,0.6706498628,0.03696599908,B7V,15.33883385,1
8.425381206,2.876725475,1.030845424,1.05007017,B2III-IV,15.80117367,1
3.722475436,1.07056218,0.559173176,-0.1038313928,B5IV,10.90548117,1
8.707911588,-0.5994564557,1.276592798,0.03632014659,B5V SB,10.30062149,1
8.733644187,0.7556487869,2.115513042,0.3875423663,A7III,13.52506565,0
8.620527336,10.11100728,1.116851206,0.6888073852,G3V,18.88005448,1
7.466892293,8.768117577,0.8516759202,1.045932197,K1III/IV,16.98858114,1
6.882360998,5.753854747,0.9245801453,-0.1194643309,A0V,15.53472174,1
7.551688223,3.959225765,0.8182099725,0.226480307,B9III/IV,15.58940315,1
4.780957469,5.114160665,0.6955879561,1.07753963,G8III,14.48328461,0
9.206859578,1.146762941,1.762275935,0.356988937,A4:V+...,15.37637136,1
7.775707832,2.590001319,0.6130064857,1.03115631,K0III,14.38151748,0
6.9308261,2.86569807,0.8103808911,1.581847654,K3III,14.30988693,0
7.958165178,2.083592976,0.9266473764,0.01759415198,B9V,14.64698163,1
6.838313846,33.53161018,1.048928582,0.6935802282,G9V,19.43868965,1
3.829691471,3.335499915,0.3879681677,-0.1174698636,B1.5V,14.77479103,1
1.048951834,0.6095177147,0.5898092799,-0.05766336417,O9Ib,9.074703932,0
7.195001271,6.31418623,0.8646553065,0.02834991258,A3IIIm...,17.031803,0
8.700891995,4.213644307,0.7685634204,0.922257689,K7V,16.95554433,1
5.254538792,4.900745804,0.7998962539,0.1294694347,B2IV,13.12497411,1
9.367128632,1.508604163,0.8731242129,0.8484046621,G8III,15.6096938,0
8.848317127,1.33495452,1.596992384,0.9573292886,G8III,16.06613158,0
8.177311724,3.986269248,3.04997267,0.5548268542,F2III...,18.27507897,0
9.089346343,7.898247253,0.7620838045,0.5960669981,G3V,18.99250586,1
7.817516233,4.062049444,1.09465789,1.220092303,K1III,15.19223046,0
3.75085717,2.635676228,0.7711335251,0.9896758382,G2III+...,13.74163054,0
7.608626161,2.293732358,1.057110549,1.361091401,K2III,14.55673027,0
9.168881102,2.021409232,0.9679115415,1.118405837,K3/K4III:,16.28481569,0
8.58805958,4.249365349,0.7202715193,1.284550359,M0III,17.25072224,0
9.172214904,2.403340393,0.8901214743,0.9694069864,A9:Ia/Iab,15.74471645,0
7.70118816,5.846085306,1.329791007,0.3366417305,F0V,16.00315683,1
3.370333885,10.95987603,0.5167135602,0.9548503007,G9III,16.29250013,0
7.292595528,1.752724103,0.755548844,0.975946911,K0III,13.45325329,0
8.417596434,6.829053486,0.9251775013,0.9291845671,F0III:,19.28591973,1
8.985794963,0.352883877,0.9966469632,1.125854014,K1III,12.07715306,0
8.006831549,12.25643167,0.8903861565,0.142266334,B9.5V,18.78673918,1
8.517233716,1.37828529,1.568754503,1.101353406,K0III,14.33219805,0
8.361642801,6.025022683,1.180624775,1.044172278,G8IV,17.39260883,1
8.46182716,-0.2226918499,1.030603978,0.4311629398,B1Ib-II,8.955875139,0
9.491787632,-0.3117051026,1.110176311,1.248974705,K1III,11.74300915,0
8.145474468,4.579683076,0.9579597432,0.8978753683,K0III,16.97530324,0
8.760852249,2.875101261,0.9061323971,-0.02282840353,B8V,15.98868916,1
3.58547915,2.389217559,0.4107931186,1.128371097,K1/K2III+..,12.30971041,0
8.202119168,3.371321345,1.365529102,1.100443911,K0III,16.21932128,0
7.277189726,4.537266789,1.133200001,1.2365524,K5III,15.60224242,0
8.057186849,9.899603646,1.247475488,0.2219756041,A7V,18.51945476,1
7.468679553,9.445684645,0.9445170475,0.9272478124,G8IV,16.71991672,1
8.653212946,3.444678177,1.690590249,1.58729829,K2III,17.11163517,0
6.778066042,1.781774383,1.048515613,1.305396626,K5III,12.40042679,0
2.892435826,4.818965886,0.4058854808,1.034204124,K3III...,14.08887637,0
9.353472849,9.919386799,1.229237724,0.69870249,G0V,18.8907019,1
9.242572112,2.631080629,1.192162961,0.2600455576,A0V,15.40009332,1
7.549693681,0.9581622681,0.7446571383,0.1553446598,B1Vne,14.93225954,1
9.024361452,1.412764735,1.427650025,1.432569519,M4/M5II/III,16.10882275,0
9.295090046,5.088495538,1.578592632,0.6470347979,G5V,18.89717201,1
9.86736275,2.320822574,1.819658124,0.5348915661,O9.5Ia:,17.48686493,0
7.469230276,3.908609274,0.8926262796,0.5870137794,F5IV,16.6264341,1
8.773422239,1.516515652,1.057795338,-0.05789320519,B5/B6IV,14.529718,1
8.322579769,9.189585532,1.302941423,0.4802642488,F0V,18.02478176,1
10.46879338,4.664456226,1.36691367,0.9884861832,M2III:,17.4997509,0
4.810174869,13.35089918,0.4747394106,0.09072047895,F0V,17.2065314,1
7.310250866,7.568102454,0.8610834448,0.02466456746,A0V,16.78145042,1
3.511285325,2.142920077,0.6017741261,1.420603254,K5III,14.57181708,0
8.576059162,4.283057315,1.131605765,1.09249698,K0III,17.13253447,0
7.647748747,4.299479024,1.515780628,1.00349918,K0III,16.22030109,0
8.555353384,2.258700791,1.111924744,0.9894874476,K1III,15.19642676,0
8.4340253,10.45996649,0.5450098266,0.484382884,F5IV,17.09293876,1
7.369149316,11.91070438,0.747003553,0.09263260628,F0III,15.9328641,0
8.165121268,2.822373932,1.060074969,0.3081622463,F0V,17.44184648,1
7.466083267,3.380928912,0.7906682082,0.001910454975,B8V,16.18799904,1
7.690758886,4.210494651,1.108904912,0.462050531,F2V,17.47875032,1
7.268612243,1.637433308,0.9833005008,1.314189447,K1III,14.29320171,0
8.713109209,4.463149027,1.093608493,0.9815462879,G6/G8III,17.77666435,0
7.379585274,6.918984924,0.840724846,0.1424750505,A2Vm...,18.2392829,1
8.537672458,6.983221017,1.027645907,0.01543958829,A7II/III,16.70290045,0
7.571496398,3.06955498,0.801347338,0.4530000881,F0V,14.50479007,1
8.760791615,7.366253874,2.139340404,0.382280669,A9V,17.39321014,1
7.289299351,2.540123244,0.8187062192,1.589053819,K3III,14.06044345,0
7.387544569,1.001255363,0.8585972754,1.46430059,K3III,11.17557951,0
8.419167477,1.995389162,1.386857304,1.361819495,K2III,15.76790632,0
6.391717576,0.7751459905,0.6604888377,-0.122411111,B1/B2Ib/II,9.928189659,0
7.234990159,3.293088333,1.251347591,-0.1044196909,B0V,14.96156085,1
8.105020262,4.037106884,0.976845111,0.1610334288,A0V,16.79188659,1
8.710768014,22.78605506,1.000209915,0.8687127067,K3V,21.18388293,1
7.904081816,2.925014592,0.9278641662,1.285446612,K5III,16.29899308,0
8.536028108,2.211695402,1.281619434,-0.09405246731,G3/G5Vw,15.50501504,1
8.275092929,0.4283395974,0.9661390909,1.582857326,K3III,11.5879741,0
10.22823388,12.08327189,1.955660644,0.616658101,K0V+...,20.72501167,1
6.677850989,1.721045056,0.5540714824,1.195525948,F5-G1I-II,13.06385443,0
8.370746428,2.39315304,1.20488083,0.7151360593,G2III,15.3496136,0
8.568845809,0.4073082343,1.063176588,1.428015509,M2III,13.41467926,0
2.509122942,2.119973465,0.7698119353,-0.1306625026,B5III/IV,14.44363357,1
7.790266458,4.187691667,1.108294111,0.4264386864,F5V + F5,16.17105813,1
9.071379283,12.35860739,1.794064058,0.4669207381,G3V,19.14593171,1
8.983494434,2.101714979,1.567063661,1.20332365,K3III:,15.7262634,0
6.360273296,9.387014086,1.272958692,0.3679075738,G0V,19.24080092,1
8.623523119,3.380236425,1.333717896,0.38925482,A9V,16.48834267,1
8.602357023,0.5042031492,1.343837762,-0.1023815429,B1/B2III,13.03376714,0
9.195846495,3.390131561,0.9917996957,1.051235185,G8III,17.44428651,0
7.960763571,-0.3779827517,1.253134078,1.485938538,K3III,12.50409854,0
8.590293287,7.641100429,1.313731275,0.5658228031,F3/F5V,19.30039548,1
7.527665356,1.870654249,0.6704903252,0.1333543019,B8II/III,13.34468758,0
7.36773166,3.202032766,0.8572876246,1.435880836,M0III,14.44491432,0
5.907923306,17.07336426,0.7885053856,0.5449846273,F5V,17.12809434,1
8.529888915,3.190624013,1.005198863,0.4008588724,F5IV,15.65503038,1
7.567038956,4.397086249,0.5201365793,1.023009771,G8III,14.8577791,0
4.761239164,11.57605895,0.6242654792,1.113268592,G8III,16.21267579,0
7.276277185,2.844422991,0.9339398082,1.004840699,G0Ib,12.82296794,0
7.999738737,4.120998086,0.9177708476,0.5180961472,F3V,17.16885051,1
8.24840393,2.478230424,0.8797706602,1.077094025,K1III,15.06722675,0
8.006491399,6.246264617,1.804032318,0.6677338892,F7V,18.42252882,1
9.124326237,1.957148404,0.9595980156,-0.004628041909,B9III,15.84040958,0
9.367979491,2.489792879,0.9627736869,1.038974923,K0III,16.60674864,0
8.386718019,3.688787145,1.114152489,0.2024357725,A0V,16.63044742,1
9.048908423,22.66307581,1.55840257,0.9887578366,K3V,20.0083391,1
8.68461284,1.177113449,1.100642398,-0.0253095046,B8V,15.0635965,1
7.005995298,7.673337838,0.5094778933,0.9451476831,G8II/III,16.54972334,0
8.237523602,1.260124387,0.856177624,0.9710706108,G0Ib,13.35015926,0
8.513579951,5.979803209,0.8139809313,1.075929342,K1III/IV,17.91620662,1
7.610542234,2.567084375,1.187087517,0.1044060314,B8/B9IV:,14.60087092,1
8.417597377,2.169095021,1.08423822,1.53787099,K3III,14.90952573,0
8.911569325,14.48853054,0.7207283862,0.1878181607,A7V,17.27316406,1
8.138218268,2.252256414,1.054162858,0.3109356836,F0V,15.71915188,1
9.21086916,4.428898757,1.028456747,0.3893358837,F2V,17.34395293,1
8.020504018,1.712486375,1.077031844,1.373510521,K3III,13.8226514,0
6.907845041,2.800095926,0.8830949046,0.004821937994,B9II/III,16.26519189,0
9.207947095,7.718807514,1.887443509,0.9479787653,K1III,19.37262951,0
3.180087014,6.786132567,0.7856504139,-0.08080009024,B8III,13.82433464,0
8.556160309,1.042467595,0.6589365137,1.193721186,K2III,14.83990347,0
8.794539494,7.46844718,1.02737098,-0.04291846897,A0V,17.38435656,1
8.820097001,15.32655278,0.8484724661,1.048943246,G8III,17.28498008,0
7.685888671,11.50861304,0.915980261,0.4221181427,F5V,16.94379053,1
5.136519017,8.997627284,0.5956976227,1.566135655,K3III,14.194995,0
6.214689401,1.723148651,0.9900568986,1.346527599,K0III...,12.54392551,0
8.776999812,6.624977215,1.0778954,0.4998357977,F3V,18.34886736,1
8.919319189,4.617735442,1.189610601,0.592831796,F0III,16.4616328,0
9.173008737,1.444162862,1.128208386,0.4385979428,F0V,15.26282305,1
8.471459612,2.002982623,1.023410528,0.107345788,B8/B9III/IV,14.63649393,1
8.016636924,4.505307273,0.9339041884,0.4888933325,G3IV,16.92855707,1
8.551031582,2.03241765,1.052251061,0.2477931973,F0V,16.03364862,1
8.553699668,-0.0803033372,1.134370472,0.5574807066,B1II,9.354296399,0
8.250191814,3.477532352,0.719508284,0.0375051423,B9V,14.99746561,1
8.10671958,0.8387091966,1.072974782,0.1573720178,A1/A2IV/V,15.13650388,1
7.947335644,29.48083761,1.25796451,0.6384692936,K0V,20.13712373,1
8.824838301,9.889861212,1.024558415,1.039998715,G8III/IV,15.39336865,1
8.303658886,10.25498183,0.9278444043,1.504806497,K5III,17.60043682,0
8.80545775,7.025719731,1.435725065,0.6164594353,F2V,17.95926594,1
8.600836403,6.756834868,1.251980953,0.8616436621,K0IV,18.22077844,1
6.782751969,1.484224403,0.8615919689,0.006374722399,B1/B2Ib,12.68872478,0
5.590682498,7.455867754,0.7996321643,1.20473823,K2III,16.84374228,0
7.034718335,9.254913526,1.051047814,0.9482011767,K1III,17.50121906,0
8.522215771,11.69217002,0.8921186796,0.5250776138,F7V,19.92341821,1
6.406156374,14.5681754,0.9710545181,0.6180171888,F8V,17.95648266,1
7.974456833,14.62488195,0.8759859585,0.5447328168,F3V,17.65237204,1
8.268394189,7.326675885,1.160412052,1.159063507,K1III,17.57960282,0
5.751672287,16.70332086,1.062484614,1.097077962,K2/K3V,24.5125812,1
1.44023617,17.27458166,0.7402392801,0.1267800685,A5III,16.40739978,0
7.051479421,3.25934126,0.878592018,1.534315405,K2III,15.1390218,0
8.508492216,3.764947592,0.9847560964,1.070924034,K2III,17.47598463,0
9.166753639,2.970334307,0.9663648871,1.035862774,K1III,16.16148753,0
9.525916442,25.22937741,1.233904069,1.046136061,K3V,20.60620473,1
6.300194289,4.254058527,0.6528330385,1.35796784,K4III,15.25216817,0
8.227452663,1.815058953,1.10593503,1.151642253,K1III,15.21053234,0
2.288523945,1.719000582,0.7569648509,-0.092233208,B1III,7.781381521,0
8.841040059,-1.951959255,1.054262124,1.601909355,K3/K4III:,12.85969923,0
7.519946687,4.58336186,0.9579290479,0.1379783596,A7V,15.66634068,1
8.724816569,1.405993853,1.230060729,-0.02596217291,A0V,15.75937849,1
8.603949958,0.844853714,1.652452906,0.9676182444,G8III/IV,15.2357544,1
7.153015511,4.275468382,0.8818385245,1.144160507,K0III,15.65194277,0
7.325758191,2.706281253,1.138075614,1.415415231,K5III,15.26706625,0
2.719760592,6.745052624,0.6395268377,1.106804257,K2III,14.44968711,0
7.758211361,10.23253238,0.9680238093,0.5949619192,F5V,17.60018182,1
3.092599995,3.999751412,0.6940118311,-0.105612553,B5V,15.36725238,1
8.618692797,0.9377730657,1.24487757,0.2195147314,B0.5IV:nn,15.86941138,1
9.765263035,-0.2486204875,1.198583923,0.08452915043,A0V,6.601142854,1
7.900713378,2.964120848,0.9285950171,1.145988395,G8III,14.86170213,0
8.512063608,8.078233344,1.211715941,0.4061012868,F3/F5V,18.13810386,1
6.688331096,5.04276344,0.7745211904,0.2535526324,F0/F2IV,17.06908869,1
8.252127026,5.462103144,0.9156787675,1.034069506,K0III,17.43913517,0
8.99413348,2.896477578,0.9289861616,0.1977738235,A7V,15.67259994,1
8.126178885,1.066644713,1.126317495,0.604039241,F3IV,14.89589314,1
6.605389149,3.575083477,1.092209031,1.150002257,K1III,14.67861912,0
6.931027505,9.079965416,0.7596039775,1.22376704,K1III,15.44699818,0
8.902390433,7.987447784,1.411284347,0.3981793608,F5V,18.17480782,1
7.146214998,10.08265427,0.7625699084,0.2849559767,A7V,15.66067718,1
